"fare_amount","pickup_longitude","pickup_latitude","dropoff_longitude","dropoff_latitude","passenger_count","year","month","day","dayofweek","hour","timeofday","dist"
22.1,-73.872883,40.774248,-73.970211,40.688839,1,2011,10,9,1,19,"Night",12.5478737920464
6.1,-73.974433,40.762355,-73.98949,40.762672,1,2012,4,23,2,22,"Night",1.26861334624709
9.5,-73.97988,40.781082,-73.95607,40.782127,1,2013,9,11,4,19,"Night",2.00810321910068
7.3,-73.961132,40.760837,-73.976737,40.745157,1,2009,2,1,1,15,"Evening",2.18351501942364
7.7,-73.975962,40.740369,-73.954675,40.765579,1,2010,6,28,2,17,"Evening",3.3276424884304
8.5,-74.007635,40.712161,-74.005483,40.740102,1,2010,8,21,7,19,"Night",3.11218530055124
11,-73.98057,40.764987,-73.977592,40.735312,1,2013,1,27,1,22,"Night",3.30923138443221
21,-73.97554,40.751882,-74.016092,40.715582,1,2014,7,7,2,16,"Evening",5.28838871836363
4,-73.979515,40.766412,-73.983528,40.761977,5,2014,11,12,4,10,"Mid-Day",0.597847641837884
12.5,-73.951592,40.769705,-73.97933,40.75923,2,2012,11,15,5,8,"Morning",2.61034399893933
5.5,-73.988511,40.75894,-73.981287,40.76912,3,2014,9,27,7,22,"Night",1.28510576307562
23.5,-73.99119568,40.72780228,-73.94020081,40.66576767,1,2015,3,21,7,16,"Evening",8.12796624414279
5.7,-74.002952,40.731324,-73.997636,40.71943,1,2009,11,1,1,20,"Night",1.3963608600382
7.7,-73.990897,40.754875,-74.002903,40.748832,2,2011,6,22,4,13,"Mid-Day",1.2142067338908
9,-74.001147,40.72007,-73.994847,40.750198,2,2013,12,25,4,13,"Mid-Day",3.39187332616555
10,-74.010407,40.719367,-73.989057,40.722942,1,2014,10,23,5,22,"Night",1.84263866006889
30.33,-73.95199585,40.78204727,-73.86180115,40.76840973,1,2015,1,8,5,11,"Mid-Day",7.74479011650056
8.5,-73.980852,40.764792,-73.98445,40.743348,1,2009,2,20,6,12,"Mid-Day",2.40364692454804
6.5,-73.976314,40.751966,-73.985324,40.763526,4,2009,7,4,7,13,"Mid-Day",1.49271635513578
18.1,-74.016967,40.706244,-73.972342,40.760415,1,2010,2,11,5,7,"Morning",7.10076767806446
28.1,-73.9851,40.7579,-73.8491,40.7102,1,2011,9,9,6,22,"Night",12.6270245775708
10.1,-73.983763,40.758623,-74.012164,40.702756,1,2011,9,24,7,7,"Morning",6.65714247223544
6.9,-73.988217,40.728007,-74.005352,40.740178,1,2011,10,9,1,1,"Night",1.97888546749093
12.1,-73.960234,40.771403,-73.919367,40.739762,1,2012,6,2,7,23,"Night",4.92215217020439
13.3,-73.990066,40.732449,-73.95816,40.769582,1,2009,10,30,6,21,"Night",4.92666643550586
10.1,-73.98573,40.731029,-74.010591,40.709783,1,2011,2,24,5,9,"Mid-Day",3.15766399008399
9.3,-73.989435,40.735607,-73.99226,40.752507,1,2012,1,24,3,14,"Evening",1.89420463484369
8.5,-73.994115,40.751183,-73.984427,40.732952,1,2009,1,6,3,8,"Morning",2.18533362023769
10.5,-73.991445,40.744899,-73.963018,40.775228,1,2009,4,27,2,14,"Evening",4.13590865310707
4.1,-73.954458,40.78413,-73.960293,40.778758,2,2009,5,21,5,15,"Evening",0.773422586210685
49.8,-73.977005,40.733817,-73.781513,40.64742,1,2012,6,25,2,5,"Morning",19.0778132439983
19.8,-73.99163,40.750075,-73.9564,40.746604,1,2012,11,18,1,18,"Night",2.99274879868735
24,-73.992888,40.741402,-73.968305,40.707752,1,2013,10,17,5,19,"Night",4.27690434700784
6.5,-73.98481,40.752772,-73.973113,40.752422,1,2013,12,2,2,10,"Mid-Day",0.986054507159056
5.5,-73.9701,40.794372,-73.960992,40.806992,5,2013,12,11,4,21,"Night",1.59904514379605
11,-74.005567,40.707242,-73.996267,40.71589,1,2014,6,1,1,22,"Night",1.24061997049182
57.54,-73.78183746,40.64485931,-74.00605011,40.74035263,1,2015,6,8,2,12,"Mid-Day",21.6814928610138
3.7,-73.971265,40.751197,-73.97629,40.745033,4,2010,9,20,2,19,"Night",0.805585334693166
49.8,-73.783397,40.648707,-73.984747,40.759223,1,2011,11,9,4,14,"Evening",20.9545969379748
17.5,-73.966422,40.762122,-73.86992,40.725355,3,2013,4,13,7,22,"Night",9.09991949787269
28.83,-73.87334,40.773905,-73.95832,40.81073,5,2013,5,13,2,14,"Evening",8.24292316460597
4.5,-73.98026276,40.74862671,-73.98454285,40.74272919,1,2015,2,10,3,18,"Night",0.748363887720834
9.7,-73.981999,40.779002,-73.9593,40.815357,1,2012,2,3,6,1,"Night",4.47131879838602
9.5,-74.000342,40.730001,-73.978701,40.752497,2,2012,12,15,7,23,"Night",3.09537435923735
4.5,-73.98882,40.753611,-73.997609,40.741974,1,2009,10,1,5,23,"Night",1.49082025887485
19.5,-73.9808197,40.76478958,-74.0140152,40.71780396,1,2015,6,15,2,16,"Evening",5.92599396456265
4.5,-73.981698,40.761557,-73.991132,40.75013,1,2011,4,13,4,17,"Evening",1.49863815405061
16.5,-73.896777,40.746122,-73.98972,40.756629,1,2012,3,13,3,3,"Morning",7.91580630606654
6.5,-73.9885,40.748601,-73.986822,40.733104,1,2010,2,20,7,19,"Night",1.72897701862799
4.9,-73.959177,40.768873,-73.97069,40.755096,1,2010,6,24,5,12,"Mid-Day",1.81301920654261
4.9,-73.959716,40.762896,-73.958869,40.771626,1,2011,9,26,2,14,"Evening",0.973348908563952
15.5,-73.979544,40.776082,-73.93762,40.804492,1,2014,6,14,7,18,"Night",4.73671203787757
12.9,-73.998787,40.754373,-74.001528,40.726235,1,2010,11,4,5,11,"Mid-Day",3.13731336326579
6.5,-73.959178,40.77179,-73.974813,40.782797,1,2011,4,27,4,16,"Evening",1.79755025587282
16.5,-73.97617456,40.756206223,-73.983498815,40.745005731,1,2014,6,5,5,21,"Night",1.38988059227251
6.9,-73.972088,40.754508,-73.951573,40.76933,1,2010,7,21,4,11,"Mid-Day",2.38782301054491
8.1,-73.994028,40.751302,-73.977635,40.776073,1,2011,10,16,1,21,"Night",3.08105191881198
6.5,-73.959203,40.771669,-73.973534,40.763526,1,2013,10,22,3,20,"Night",1.5087853052601
12,-73.948672,40.78905,-73.981825,40.767865,2,2014,3,12,4,4,"Morning",3.65263942013502
19,-73.997691,40.756444,-73.99747,40.719433,1,2014,9,7,1,15,"Evening",4.11547755153282
4.9,-73.985983,40.777957,-73.975962,40.782992,4,2010,7,30,6,8,"Morning",1.01260769281383
12.9,-74.009913,40.710347,-73.99175,40.741295,5,2012,2,24,6,15,"Evening",3.76628298554007
7.7,-73.997752,40.792515,-74.012835,40.795867,1,2011,10,4,3,14,"Evening",1.32328448570882
5.5,-73.986142,40.756492,-73.983867,40.749662,5,2013,5,15,4,9,"Mid-Day",0.783264992673577
22,-73.990745,40.760583,-73.882494,40.75581,1,2014,4,17,5,1,"Night",9.13309000347099
7.7,-73.9901475,40.7467846,-73.9867678,40.7524197,2,2011,1,6,5,15,"Evening",0.688239860167712
6,-73.993663,40.752147,-73.990945,40.766784,1,2012,11,26,2,5,"Morning",1.64358099601014
2.5,-73.996524,40.724844,-73.996525,40.724847,1,2010,7,3,7,0,"Night",0.000344064107950141
6.1,-73.988567,40.748038,-74.001412,40.740198,5,2011,3,10,5,0,"Night",1.38959494452893
8.5,-74.001876,40.735775,-74.016329,40.704799,1,2011,7,23,7,12,"Mid-Day",3.6533959055979
15.5,-73.956733,40.77497,-73.975537,40.719055,4,2014,9,9,3,18,"Night",6.41608467932836
6,-73.97406006,40.76289749,-73.96899414,40.75211334,1,2015,5,16,7,22,"Night",1.27279580438919
5.7,-73.970762,40.754451,-73.98281,40.755413,1,2011,8,8,2,23,"Night",1.02043884201391
6.1,-73.99925,40.72254,-74.010275,40.70959,1,2009,8,27,5,13,"Mid-Day",1.71374495817682
7.7,-73.97324,40.744333,-73.979747,40.758487,5,2010,7,26,2,9,"Mid-Day",1.66656829892524
4.5,-73.983191,40.7305,-73.979585,40.727518,1,2011,5,21,7,20,"Night",0.449750883212493
5.3,-73.995792,40.767855,-73.988805,40.75843,2,2012,8,12,1,9,"Mid-Day",1.20191648283421
9.5,-73.979927,40.749795,-74.001505,40.73366,1,2012,9,5,4,12,"Mid-Day",2.55414655046727
7.7,-73.96641,40.755748,-73.982868,40.765933,1,2009,8,1,7,12,"Mid-Day",1.78997817574073
8,-73.955682,40.775709,-73.975174,40.789871,1,2013,5,24,6,22,"Night",2.27446067114644
8,-73.965688,40.75433,-73.950997,40.774932,1,2014,4,5,7,15,"Evening",2.60360290753468
4.1,-73.97352,40.75457,-73.980152,40.745702,1,2011,1,8,7,19,"Night",1.13333551619918
8,-73.987211,40.748095,-74.000334,40.730247,1,2013,5,9,5,0,"Night",2.27180029453848
6.5,-73.991818,40.738262,-73.982687,40.728025,1,2013,11,16,7,11,"Mid-Day",1.37392041158419
5.5,-73.96205139,40.77080154,-73.96528625,40.77000046,1,2015,4,7,3,16,"Evening",0.286606211453142
37.7,-73.790193,40.643654,-73.962255,40.58824,4,2009,8,28,6,22,"Night",15.7762923473512
4.9,-73.969248,40.754084,-73.980141,40.738862,1,2010,10,12,3,20,"Night",1.92535733312486
5.3,-73.955698,40.782192,-73.962785,40.770835,1,2011,12,12,2,10,"Mid-Day",1.39673908148866
10.5,-73.98907,40.730595,-73.990973,40.757661,1,2013,7,16,3,21,"Night",3.01386883081986
7,-73.999604,40.719475,-74.008393,40.732729,1,2013,11,20,4,14,"Evening",1.64940918915017
5.5,-73.96017,40.770295,-73.95501,40.783402,1,2013,4,11,5,8,"Morning",1.52081844452722
6,-73.959577,40.776948,-73.946059,40.782181,2,2014,12,3,4,19,"Night",1.27832708237564
4.5,-74.011901,40.708995,-74.008652,40.719057,1,2009,1,24,7,17,"Evening",1.15186639840274
25.8,-73.955835,40.772227,-73.83365,40.844897,4,2009,2,22,1,1,"Night",13.0784111639883
11.7,-73.894485,40.73838,-73.895448,40.739347,1,2010,12,29,4,14,"Evening",0.134701476271142
10.1,-73.957136,40.766249,-73.991548,40.73514,1,2012,2,29,4,2,"Night",4.51315180563006
10.5,-73.966312,40.761247,-73.986112,40.726405,1,2012,11,18,1,23,"Night",4.2180858845985
12.5,-73.991017,40.748658,-74.009762,40.72008,1,2009,6,28,1,17,"Evening",3.54858648775527
18.5,-73.968152,40.799658,-73.981132,40.747265,2,2012,5,16,4,19,"Night",5.92748217717615
7.5,-73.9897,40.729579,-74.004385,40.724167,1,2014,1,21,3,23,"Night",1.37602511927005
8.3,-73.984088,40.746989,-73.991761,40.750309,1,2009,3,16,2,17,"Evening",0.744361560340446
7.7,-73.988132,40.756437,-73.991881,40.735271,1,2011,7,21,5,14,"Evening",2.37464776063045
5.7,-73.98684,40.761204,-74.001639,40.756491,2,2012,1,28,7,12,"Mid-Day",1.35215051555129
9,-74.000617,40.735647,-73.98783,40.724387,1,2013,5,13,2,14,"Evening",1.65184037950701
8.9,-73.99637,40.753272,-73.973167,40.764297,1,2012,5,6,1,11,"Mid-Day",2.30698615573692
9.5,-73.963361,40.803745,-73.984314,40.780076,1,2013,10,25,6,0,"Night",3.16830281786141
10.1,-73.982787,40.777403,-73.945486,40.77702,1,2009,5,28,5,22,"Night",3.14114111062894
14.1,-73.974727,40.721587,-73.971477,40.754794,1,2009,11,6,6,7,"Morning",3.70258881389799
5.7,-73.979697,40.735102,-73.992268,40.728713,1,2010,1,20,4,21,"Night",1.27541528953263
16.5,-73.99438,40.725837,-73.978758,40.783436,1,2009,5,9,7,21,"Night",6.53849323047499
5.7,-73.965896,40.762116,-73.959832,40.777261,3,2009,6,12,6,14,"Evening",1.75977066215598
9.3,-73.97981,40.75054,-74.002883,40.760388,4,2009,7,10,6,23,"Night",2.23072295723651
8.9,-73.967081,40.772344,-73.972777,40.79331,1,2009,12,6,1,14,"Evening",2.38012934577844
7.7,-73.979146,40.755631,-73.99722,40.734992,1,2011,6,1,4,22,"Night",2.75411651986529
49.8,-73.981195,40.747057,-73.785874,40.638903,1,2012,2,3,6,20,"Night",20.3912925089584
5.5,-73.9747,40.74213,-73.977265,40.751762,2,2014,12,22,2,18,"Night",1.09260894809235
11.7,-73.967035,40.788681,-73.946344,40.816714,1,2009,9,29,3,0,"Night",3.57065283647798
12.5,-73.981352,40.689736,-74.007746,40.739405,1,2011,1,12,4,5,"Morning",5.95411435310713
6.5,-73.981582,40.763269,-73.991509,40.750417,2,2014,1,10,6,14,"Evening",1.65571407943497
4.5,-73.998794,40.68112,-73.995476,40.690621,2,2009,8,3,2,23,"Night",1.0928791191101
6.1,-73.994185,40.735533,-74.004325,40.716621,1,2011,12,11,1,23,"Night",2.26988817196149
17.3,-74.007007,40.703362,-74.012015,40.722412,1,2012,2,28,3,17,"Evening",2.15990851884488
41.83,-73.997695,40.746285,-73.861262,40.767667,1,2013,5,3,6,7,"Morning",11.7349307213342
6.1,-73.9868443,40.7547603,-73.984107,40.758977,1,2010,5,3,2,8,"Morning",0.522495839692521
11.3,-73.971453,40.795053,-73.966845,40.757252,1,2011,10,22,7,0,"Night",4.22115056474993
33,-73.790437,40.647067,-73.87323,40.774407,1,2013,11,29,6,7,"Morning",15.7857829363516
7.7,-73.980892,40.763707,-73.961118,40.766808,1,2009,10,20,3,19,"Night",1.70065111008475
7.7,-73.981504,40.768428,-73.956129,40.773722,1,2011,2,26,7,22,"Night",2.21644721955971
11,-73.972945,40.758117,-73.982002,40.769985,2,2013,4,17,4,19,"Night",1.52424884041652
8.5,-73.961468,40.771557,-73.984818,40.748157,1,2011,10,20,5,21,"Night",3.26158237856819
22.1,-73.776713,40.645312,-73.828697,40.74413,1,2009,7,30,5,0,"Night",11.829832504186
8.5,-73.979517,40.752457,-73.960762,40.773227,1,2013,2,21,5,23,"Night",2.79801857893454
3.3,-73.988972,40.757355,-73.98512,40.763342,5,2011,3,26,7,17,"Evening",0.740570410334645
8.9,-73.966033,40.794817,-73.937125,40.79673,2,2012,3,11,1,13,"Mid-Day",2.4427365699302
7,-73.96423,40.761257,-73.973572,40.759722,1,2012,11,29,5,18,"Night",0.805121815519335
7,-74.01374,40.716167,-74.003385,40.72843,1,2013,3,8,6,22,"Night",1.61890784930568
6.5,-73.98812866,40.76439667,-73.97977448,40.7542572,2,2015,3,1,1,16,"Evening",1.32900852541957
20.5,-73.9879303,40.72413635,-73.9716568,40.76208115,1,2015,5,7,5,9,"Mid-Day",4.43641933455949
8.9,-73.967012,40.792553,-73.968581,40.761574,1,2009,3,28,7,7,"Morning",3.44724019354038
6.5,-74.002962,40.733535,-73.993483,40.73877,1,2009,10,27,3,22,"Night",0.988277500724995
7.7,-73.997532,40.744983,-73.989377,40.756617,2,2010,5,6,5,13,"Mid-Day",1.46472046320796
3.7,-73.991728,40.755227,-73.995322,40.759712,2,2011,11,6,1,7,"Morning",0.583392980553323
6.5,-74.012969,40.717192,-74.00574,40.737568,1,2011,1,21,6,23,"Night",2.34616853606707
12.1,-73.97531,40.76267,-73.917838,40.74285,1,2012,3,3,7,15,"Evening",5.31914017715937
6.5,-74.006912,40.70383,-74.014657,40.711167,1,2013,2,28,5,8,"Morning",1.04488482560709
22.5,-73.985412,40.744167,-73.9397,40.840947,5,2013,4,6,7,17,"Evening",11.4287917964269
9.7,-74.006302,40.733567,-73.981061,40.745099,1,2010,1,21,5,9,"Mid-Day",2.48326840161588
19,-73.990219252,40.741627904,-73.973681335,40.765396782,1,2012,12,31,2,22,"Night",2.98762260458313
8,-73.953017,40.783062,-73.97467,40.77801,1,2014,5,14,4,9,"Mid-Day",1.9077373476438
10,-74.00631714,40.74865341,-73.99446106,40.73303223,1,2015,2,23,2,13,"Mid-Day",2.00371694610566
11.5,-73.962144,40.779059,-73.968488,40.761784,1,2014,6,24,3,13,"Mid-Day",1.99379975704151
21.5,-73.98238373,40.78269958,-73.98072815,40.72153091,5,2015,1,4,1,14,"Evening",6.80307530159689
12.9,-73.958508,40.764243,-73.90755,40.746016,1,2010,10,17,1,2,"Night",4.74668475843596
7.3,-74.007892,40.740388,-73.987648,40.748897,2,2012,3,23,6,1,"Night",1.95031697515127
5.3,-74.002468,40.733968,-73.987043,40.73004,2,2009,4,25,7,20,"Night",1.37114028916293
4.9,-73.950442,40.771415,-73.954841,40.781758,1,2010,2,8,2,7,"Morning",1.20826738846068
13.5,-74.003265,40.720425,-73.98981,40.75002,1,2013,8,15,5,13,"Mid-Day",3.48061114568223
13.3,-73.985858,40.725813,-73.960707,40.781182,5,2010,1,7,5,1,"Night",6.51105345228399
4.9,-73.978708,40.684583,-73.998155,40.689792,1,2011,8,2,3,7,"Morning",1.73900572688571
19.3,-73.953295,40.775325,-73.901412,40.744092,1,2010,7,20,3,1,"Night",5.5818434494152
6,-73.98678589,40.75615311,-73.97651672,40.75166321,1,2015,3,8,1,5,"Morning",0.998736573781126
5.5,-74.005417,40.739932,-74.005381,40.72557,1,2014,3,11,3,3,"Morning",1.59698441724666
15.5,-73.994807,40.740064,-73.974069,40.762462,2,2012,11,13,3,15,"Evening",3.04210530101716
5.5,-73.975470953,40.754709771,-73.976844062,40.754577949,1,2013,10,3,5,7,"Morning",0.11658416021196
7,-73.944545,40.779802,-73.9528,40.786052,1,2014,6,27,6,12,"Mid-Day",0.982880854425404
4.5,-74.005828,40.741226,-74.000969,40.742441,3,2014,7,18,6,1,"Night",0.431077575995634
4.1,-73.992067,40.744079,-73.985921,40.74787,2,2010,10,9,7,14,"Evening",0.66765668889339
4.9,-73.982603,40.76804,-73.979647,40.775247,5,2011,1,21,6,9,"Mid-Day",0.839152144863498
6,-73.99203,40.731176,-73.979102,40.723779,1,2013,2,20,4,20,"Night",1.36502405703044
11.3,-73.978022,40.753132,-73.996218,40.724073,1,2009,10,30,6,20,"Night",3.57644657146833
12.1,-73.951307,40.770102,-73.979082,40.757847,1,2011,8,22,2,10,"Mid-Day",2.70717531055825
10,-73.99403,40.741061,-73.986284,40.77149,1,2013,10,9,4,22,"Night",3.44588057388123
8.5,-73.98283386,40.75641632,-73.97097778,40.76094818,1,2015,4,21,3,14,"Evening",1.11853772741678
8.1,-73.991063,40.770112,-73.979325,40.754388,1,2011,1,30,1,14,"Evening",2.00856329917521
26.1,-73.950118,40.785504,-73.873629,40.774218,2,2012,8,3,6,10,"Mid-Day",6.56146710253885
57.33,-73.788027,40.641512,-73.96819,40.797327,3,2013,5,30,5,5,"Morning",23.0373797234687
14.5,-73.981105,40.737822,-74.003527,40.715847,6,2014,9,3,4,9,"Mid-Day",3.08879807888077
13,-74.018108,40.706167,-73.991103,40.750072,3,2014,11,18,3,22,"Night",5.38630781680227
7.3,-73.990893,40.750679,-74.009837,40.721591,1,2011,9,26,2,5,"Morning",3.60682773818023
23.5,-74.004857,40.730163,-73.982155,40.771745,2,2012,11,17,7,14,"Evening",5.00356618425323
30.5,-73.776652,40.645335,-73.935807,40.67262,1,2013,6,29,7,1,"Night",13.763687203678
4.9,-73.992045,40.73124,-73.993075,40.742338,1,2010,4,29,5,12,"Mid-Day",1.2370889177138
13,-73.9903,40.719612,-73.992247,40.689845,4,2012,10,26,6,21,"Night",3.31400583441645
3.5,-73.99267,40.74281,-73.988085,40.748337,5,2013,9,28,7,22,"Night",0.725874562570414
5.5,-73.999234,40.754371,-73.987164,40.770935,1,2014,9,28,1,22,"Night",2.10374078695465
14,-73.959806,40.773794,-74.004153,40.747749,1,2014,2,1,7,9,"Mid-Day",4.72630713804073
4.9,-74.002528,40.750318,-74.005668,40.740318,4,2009,7,24,6,0,"Night",1.14298036730498
4.9,-73.967143,40.756338,-73.976565,40.750538,1,2010,1,7,5,15,"Evening",1.02264636215149
6.9,-73.964357,40.776255,-73.97608,40.76194,2,2010,4,21,4,13,"Mid-Day",1.87304846052222
6.5,-73.96187,40.768249,-73.975484,40.758568,1,2011,10,19,4,7,"Morning",1.57271822263669
6,-74.000441,40.737184,-73.993354,40.734244,1,2013,10,16,4,10,"Mid-Day",0.680751610061422
12.5,-73.776758,40.645303,-73.882528,40.701873,5,2010,9,16,5,2,"Night",10.9148769355884
75,-73.948078,40.784382,-73.717443,40.778743,1,2010,11,8,2,11,"Mid-Day",19.428979127072
8.5,-73.991454,40.750363,-73.982086,40.762915,1,2011,7,12,3,17,"Evening",1.60332208155947
7,-73.971904,40.762262,-73.987074,40.759457,2,2014,3,3,2,21,"Night",1.31519178093952
3.5,-74.00072,40.737082,-74.004475,40.730755,1,2014,11,30,1,21,"Night",0.771398833917811
7.7,-73.971972,40.758862,-73.98398,40.738295,5,2010,4,6,3,19,"Night",2.5006686561886
4.1,-73.995635,40.744217,-74.001432,40.736037,5,2011,2,28,2,9,"Mid-Day",1.03240351344687
17.5,-74.014628,40.703906,-73.976566,40.751952,4,2014,5,4,1,13,"Mid-Day",6.23127746111983
35.5,-73.8732605,40.77410507,-73.99164581,40.66924286,1,2015,4,7,3,22,"Night",15.3458055713797
3.3,-73.956594,40.781655,-73.960281,40.77739,2,2009,10,22,5,7,"Morning",0.566820865841473
7.5,-74.004401,40.733938,-73.985485,40.738475,1,2014,12,14,1,20,"Night",1.67170507476895
6.5,-73.994312,40.68108,-73.980172,40.668633,1,2009,6,23,3,20,"Night",1.82689364236908
10.1,-73.973733,40.755273,-74.008058,40.738225,4,2011,10,23,1,21,"Night",3.45756891757242
14.9,-73.96365,40.768343,-73.960419,40.714173,1,2009,8,14,6,17,"Evening",6.02957673027042
7.7,-73.984458,40.748722,-73.96487,40.764898,1,2010,10,21,5,23,"Night",2.44077097932588
4.1,-73.97961,40.739757,-73.982833,40.731388,3,2011,7,27,4,23,"Night",0.969402411083211
6,-73.984454,40.742914,-73.982983,40.731619,1,2012,10,21,1,22,"Night",1.26204693387391
10.5,-73.923623,40.743937,-73.964417,40.761478,1,2014,6,29,1,20,"Night",3.95121221719808
5.8,-73.993488,40.733173,-73.990876,40.745487,1,2009,1,28,4,5,"Morning",1.38682561524867
4.1,-73.978,40.786285,-73.970705,40.785903,1,2009,3,28,7,17,"Evening",0.615645105081291
28.1,-73.989807,40.762443,-73.924074,40.768108,1,2010,10,30,7,1,"Night",5.5716268894629
19.9,-73.975888,40.753865,-73.990172,40.692402,1,2009,2,24,3,17,"Evening",6.93957038452106
6.9,-73.969795,40.797697,-73.954657,40.820602,3,2009,8,1,7,21,"Night",2.84780706019634
21.3,-73.98664,40.742622,-73.985752,40.668883,1,2009,9,24,5,20,"Night",8.19974435395707
8.9,-73.98333,40.741522,-73.970188,40.768135,1,2012,8,11,7,15,"Evening",3.15949713701429
9.5,-73.986667,40.740003,-73.967641,40.753623,1,2013,1,9,4,18,"Night",2.20511430944719
5.3,-73.971812,40.74597,-73.966968,40.758257,1,2011,10,25,3,16,"Evening",1.42588062522529
13,-74.008304,40.737699,-73.982942,40.775841,1,2013,5,31,6,20,"Night",4.74880488453343
4.9,-74.000278,40.761573,-73.987914,40.756655,2,2010,3,28,1,23,"Night",1.17622276546944
14.5,-73.905973,40.751195,-73.897307,40.756697,1,2011,4,6,4,16,"Evening",0.952434216591674
14.5,-73.99077606,40.71788025,-74.0017395,40.68574905,1,2015,3,15,1,1,"Night",3.69042476995854
8.5,-73.998402,40.740362,-74.009988,40.711418,1,2010,12,13,2,20,"Night",3.36325469429603
8,-73.96073,40.769817,-73.972932,40.74828,2,2013,6,4,3,19,"Night",2.60601411682186
24,-73.952362,40.734982,-73.998005,40.72924,1,2014,5,31,7,23,"Night",3.89852010380072
5,-73.99846649,40.74519348,-73.98687744,40.74046707,1,2015,3,7,7,22,"Night",1.1088005716505
10.1,-73.995972,40.743308,-73.956877,40.774863,1,2010,5,16,1,21,"Night",4.81185699722528
7,-74.005852,40.726305,-74.00546,40.709717,1,2013,1,20,1,4,"Morning",1.84479728233523
9.5,-73.981845,40.763153,-73.984086,40.780062,1,2014,9,23,3,20,"Night",1.88964189719487
4.5,-73.98671722,40.77164841,-73.98213959,40.77069855,1,2015,6,22,2,17,"Evening",0.399692383933628
26.67,-73.853038,40.758953,-73.946652,40.771123,1,2009,10,2,6,0,"Night",7.99930907639246
7,-73.957227,40.77448,-73.964602,40.765597,2,2014,10,13,2,19,"Night",1.16677292683707
6,-74.016257,40.710357,-74.00886,40.71092,5,2012,9,20,5,20,"Night",0.626607699390775
7,-73.972766,40.763607,-73.956554,40.783252,1,2012,9,25,3,18,"Night",2.57592950056056
14.5,-73.986727,40.719622,-73.97143,40.754927,4,2013,10,18,6,0,"Night",4.13188599820438
44.33,-73.976188,40.780946,-73.846032,40.754464,2,2014,9,6,7,11,"Mid-Day",11.3497274906376
17,-73.991082,40.750022,-74.01589,40.715165,1,2013,10,2,4,14,"Evening",4.40365243112367
6,-73.99395752,40.73121643,-73.97685242,40.73371124,1,2015,6,27,7,2,"Night",1.46772345010942
8.1,-74.006886,40.719147,-73.998675,40.740648,2,2010,9,5,1,20,"Night",2.48890251779526
8.5,-73.951833,40.777753,-73.97436,40.756612,2,2011,4,23,7,19,"Night",3.02079661458683
22,-74.008126,40.730894,-73.980867,40.660668,1,2013,2,20,4,19,"Night",8.13991513642289
6.9,-73.970325,40.76177,-73.954202,40.783613,1,2009,8,31,2,18,"Night",2.78254499105483
6.1,-73.982358,40.7683,-73.962678,40.769852,2,2011,2,10,5,21,"Night",1.66627678927927
10.1,-73.977025,40.77504,-73.96836,40.764686,1,2011,11,4,6,12,"Mid-Day",1.36307752508251
11.5,-73.98531,40.744682,-73.985041,40.768302,1,2013,12,30,2,22,"Night",2.62652189703379
7.5,-73.976495,40.755183,-73.959674,40.762745,2,2014,11,2,1,22,"Night",1.64750256753483
7.7,-73.997128,40.733327,-73.982445,40.74529,3,2009,8,26,4,11,"Mid-Day",1.81653700039825
31.7,-73.9775,40.7611,-73.8731,40.7743,2,2011,6,24,6,4,"Morning",8.91371638042825
7.3,-73.979872,40.754403,-73.98618,40.73479,1,2011,2,18,6,14,"Evening",2.24467731765007
5.5,-73.979576,40.739739,-73.9851,40.727493,1,2012,12,22,7,11,"Mid-Day",1.43904281255565
6,-74.010397,40.711962,-74.003455,40.725275,1,2014,10,29,4,6,"Morning",1.59175575165135
29.5,-73.9542891688696,40.7554196502582,-73.91372014398,40.7791724541346,1,2009,2,12,5,19,"Night",4.31840621593328
8.1,-73.990007,40.725489,-73.987479,40.744899,1,2010,10,21,5,6,"Morning",2.16877839725741
34,-73.874479,40.774064,-73.977507,40.672552,1,2012,10,28,1,15,"Evening",14.2405222007241
5.7,-73.975729,40.789256,-73.964534,40.807106,1,2009,4,28,3,15,"Evening",2.19717515998449
10.5,-73.991985,40.735394,-73.96946,40.76327,1,2009,3,12,5,14,"Evening",3.63432663725791
4,-73.958336,40.690497,-73.966448,40.691192,1,2013,6,8,7,1,"Night",0.688293417991296
4.5,-74.002767,40.724987,-73.997287,40.719357,1,2013,7,30,3,23,"Night",0.77793477450327
10,-73.978676,40.783371,-73.958425,40.762835,1,2013,9,7,7,21,"Night",2.84998426152006
7.5,-73.99620056,40.7436409,-74.00089264,40.72111893,1,2015,2,23,2,7,"Morning",2.53534355433093
5.7,-74.001648,40.709418,-73.994913,40.718337,1,2010,1,16,7,11,"Mid-Day",1.14271000675608
6.1,-74.006573,40.708497,-73.984513,40.753805,5,2010,9,19,1,20,"Night",5.36998994914109
4.1,-73.959972,40.77359,-73.968379,40.76228,1,2011,10,12,4,23,"Night",1.44320757165897
8.9,-74.002783,40.760459,-73.982909,40.771727,2,2010,1,10,1,14,"Evening",2.09075030518292
6.5,-74.002473,40.729017,-73.971963,40.753922,1,2010,9,10,6,23,"Night",3.77837194733977
17.5,-74.013355,40.715083,-73.978978,40.740657,5,2012,9,16,1,0,"Night",4.05931372442754
3.5,-73.992445,40.743862,-73.991227,40.745207,6,2013,3,18,2,18,"Night",0.181372742817485
